DateTime,SerialNum,Operator,Trial,Serial,CharName,X Pos,Y Pos,Z Pos,TP Measure,Diameter,Length,PassTP,PassDiameter,PassLength,PassTot
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C2_3,-48.127,95.77,0,0.283,6.989,10.883,TRUE,TRUE,TRUE,TRUE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C4A,-99.079,-12.134,0,0.079,7.896,0,TRUE,FALSE,TRUE,FALSE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C4B,-99.059,-108.026,0,0.097,7.906,0,TRUE,TRUE,TRUE,TRUE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C4C,-84.251,-182.982,0,0.105,8.042,0,TRUE,TRUE,TRUE,TRUE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C4D,-28.86,-182.994,0,0.081,7.948,0,TRUE,TRUE,TRUE,TRUE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C4E,-28.811,-108.008,0,0.179,7.95,0,TRUE,TRUE,TRUE,TRUE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C4F,-28.833,-12.107,0,0.135,7.932,0,TRUE,TRUE,TRUE,TRUE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C4G,-28.876,97.906,0,0.049,7.91,0,TRUE,TRUE,TRUE,TRUE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C4H,-99.029,97.86,0,0.163,7.836,0,TRUE,FALSE,TRUE,FALSE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C11,-48.121,-180.85,0,0.187,7.006,0,TRUE,TRUE,TRUE,TRUE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C13A,-65.297,91.813,0,0.026,6.778,0,TRUE,TRUE,TRUE,TRUE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C13B,-90.596,-123.189,0,0.072,6.736,0,TRUE,TRUE,TRUE,TRUE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C17A,65.757,-285.419,0,0.876,43.044,0,FALSE,FALSE,TRUE,FALSE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C17B,65.842,274.149,0,0.82,42.987,0,FALSE,FALSE,TRUE,FALSE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C18A,65.66,-285.056,0,0.127,36.321,0,TRUE,FALSE,TRUE,FALSE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C18B,65.947,274.189,0,0.887,36.525,0,FALSE,FALSE,TRUE,FALSE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C26A,0,345.009,35.243,1.415,7.226,0,FALSE,TRUE,TRUE,FALSE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C26B,0,119.945,35.744,0.426,7.272,0,TRUE,TRUE,TRUE,TRUE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C26C,0,-194.982,35.848,0.206,7.194,0,TRUE,TRUE,TRUE,TRUE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C26D,0,-345.05,35.258,1.388,7.21,0,FALSE,TRUE,TRUE,FALSE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C27A,0,314.004,35.468,1.065,10.022,0,FALSE,TRUE,TRUE,FALSE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C27B,0,245.48,35.555,0.89,10.03,0,FALSE,TRUE,TRUE,FALSE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C27C,0,-245.497,35.705,0.589,10.042,0,FALSE,TRUE,TRUE,FALSE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C27D,0,-313.988,35.388,1.225,10.05,0,FALSE,TRUE,TRUE,FALSE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C31A,0,0,0,0,0,0.04,TRUE,TRUE,TRUE,TRUE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C37A,0,0,0,0,0,3.373,TRUE,TRUE,FALSE,FALSE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C50A,0,0,0,0,0,0.103,TRUE,TRUE,TRUE,TRUE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C31B,0,0,0,0,0,0.033,TRUE,TRUE,TRUE,TRUE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C37B,0,0,0,0,0,3.365,TRUE,TRUE,FALSE,FALSE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C50B,0,0,0,0,0,0.121,TRUE,TRUE,TRUE,TRUE
06324_131250,EXT1C0070008018000277700000063332611A,1,1,063,C52,0,0,0,0,1.26415,7.57902,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C2_3,-48.296,95.761,0,0.152,7.08,11.018,TRUE,FALSE,TRUE,FALSE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C4A,-99.309,-12.103,0,0.418,7.966,0,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C4B,-99.324,-108.019,0,0.449,7.91,0,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C4C,-84.511,-182.972,0,0.426,7.95,0,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C4D,-29.081,-183.007,0,0.362,8.002,0,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C4E,-29.098,-108.012,0,0.397,8.016,0,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C4F,-29.046,-12.085,0,0.294,8.056,0,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C4G,-29.059,97.886,0,0.318,7.996,0,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C4H,-99.276,97.92,0,0.354,7.942,0,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C11,-48.339,-180.848,0,0.295,6.992,0,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C13A,-65.532,91.832,0,0.469,6.774,0,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C13B,-90.882,-123.158,0,0.511,6.748,0,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C17A,65.802,-285.076,0,0.376,42.472,0,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C17B,65.743,274.482,0,0.229,42.45,0,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C18A,65.827,-284.914,0,0.43,36.14,0,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C18B,65.817,274.434,0,0.397,36.029,0,TRUE,FALSE,TRUE,FALSE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C26A,0,345.008,35.552,0.796,7.24,0,FALSE,TRUE,TRUE,FALSE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C26B,0,120.034,35.752,0.401,7.254,0,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C26C,0,-195.088,35.948,0.175,7.196,0,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C26D,0,-345.071,35.74,0.443,7.222,0,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C27A,0,314.05,35.572,0.861,10.064,0,FALSE,TRUE,TRUE,FALSE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C27B,0,245.552,35.697,0.614,10.036,0,FALSE,TRUE,TRUE,FALSE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C27C,0,-245.568,35.922,0.207,10.074,0,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C27D,0,-314.032,35.793,0.418,10.018,0,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C31A,0,0,0,0,0,0.056,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C37A,0,0,0,0,0,3.362,TRUE,TRUE,FALSE,FALSE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C50A,0,0,0,0,0,0.07,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C31B,0,0,0,0,0,0.049,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C37B,0,0,0,0,0,3.38,TRUE,TRUE,FALSE,FALSE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C50B,0,0,0,0,0,0.083,TRUE,TRUE,TRUE,TRUE
06324_131539,EXT1C0070008018000277700000064334111A,1,1,064,C52,0,0,0,0,1.18468,7.56631,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C2_3,-48.264,95.781,0,0.165,7.045,10.943,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C4A,-99.318,-12.067,0,0.441,7.926,0,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C4B,-99.295,-108,0,0.391,7.942,0,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C4C,-84.467,-182.975,0,0.338,7.972,0,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C4D,-29.017,-183.003,0,0.233,8.086,0,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C4E,-29.045,-108.018,0,0.293,8.106,0,TRUE,FALSE,TRUE,FALSE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C4F,-29.031,-12.048,0,0.282,8.134,0,TRUE,FALSE,TRUE,FALSE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C4G,-29.034,97.933,0,0.275,8.034,0,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C4H,-99.274,97.935,0,0.354,7.886,0,TRUE,FALSE,TRUE,FALSE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C11,-48.315,-180.849,0,0.25,7.02,0,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C13A,-65.48,91.866,0,0.383,6.782,0,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C13B,-90.854,-123.15,0,0.46,6.756,0,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C17A,65.798,-285.028,0,0.34,42.564,0,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C17B,65.75,274.539,0,0.252,42.592,0,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C18A,65.83,-284.927,0,0.425,36.281,0,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C18B,65.818,274.487,0,0.377,36.178,0,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C26A,0,345.09,35.639,0.647,7.224,0,FALSE,TRUE,TRUE,FALSE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C26B,0,120.088,35.746,0.443,7.27,0,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C26C,0,-195.094,36.13,0.405,7.238,0,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C26D,0,-344.987,36.027,0.157,7.232,0,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C27A,0,314.093,35.653,0.719,10.022,0,FALSE,TRUE,TRUE,FALSE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C27B,0,245.525,35.674,0.655,10.024,0,FALSE,TRUE,TRUE,FALSE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C27C,0,-245.515,36.051,0.106,10.07,0,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C27D,0,-313.669,36.083,0.681,10.016,0,FALSE,TRUE,TRUE,FALSE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C31A,0,0,0,0,0,0.066,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C37A,0,0,0,0,0,3.438,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C50A,0,0,0,0,0,0.109,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C31B,0,0,0,0,0,0.089,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C37B,0,0,0,0,0,3.477,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C50B,0,0,0,0,0,0.102,TRUE,TRUE,TRUE,TRUE
06324_131716,EXT1C0070008018000277700000211405211A,1,1,211,C52,0,0,0,0,1.19717,7.55229,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C2_3,-48.261,95.69,0,0.03,7.065,10.928,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C4A,-99.308,-12.174,0,0.441,7.916,0,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C4B,-99.312,-108.086,0,0.458,7.928,0,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C4C,-84.461,-183.011,0,0.322,7.948,0,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C4D,-29.041,-183.046,0,0.297,7.978,0,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C4E,-29.037,-108.071,0,0.308,7.972,0,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C4F,-29.062,-12.137,0,0.333,7.934,0,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C4G,-29.04,97.844,0,0.302,7.998,0,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C4H,-99.232,97.83,0,0.3,7.85,0,TRUE,FALSE,TRUE,FALSE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C11,-48.286,-180.854,0,0.203,6.964,0,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C13A,-65.473,91.796,0,0.346,6.774,0,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C13B,-90.846,-123.187,0,0.433,6.724,0,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C17A,65.758,-285.084,0,0.306,42.572,0,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C17B,65.715,274.429,0,0.221,42.584,0,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C18A,65.77,-284.94,0,0.304,36.258,0,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C18B,65.775,274.376,0,0.383,36.158,0,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C26A,0,344.948,36.445,0.996,7.262,0,FALSE,TRUE,TRUE,FALSE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C26B,0,120.018,36.331,0.762,7.276,0,FALSE,TRUE,TRUE,FALSE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C26C,0,-195.024,36.242,0.586,7.192,0,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C26D,0,-344.982,36.436,0.973,7.222,0,FALSE,TRUE,TRUE,FALSE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C27A,0,313.975,36.341,0.685,10.052,0,FALSE,TRUE,TRUE,FALSE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C27B,0,245.477,36.197,0.397,10.018,0,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C27C,0,-245.513,36.233,0.466,10.016,0,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C27D,0,-313.721,36.453,1.064,9.99,0,FALSE,TRUE,TRUE,FALSE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C31A,0,0,0,0,0,0.058,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C37A,0,0,0,0,0,3.429,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C50A,0,0,0,0,0,0.119,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C31B,0,0,0,0,0,0.055,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C37B,0,0,0,0,0,3.444,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C50B,0,0,0,0,0,0.105,TRUE,TRUE,TRUE,TRUE
06324_131856,EXT1C0070008018000277700000075402511A,1,1,075,C52,0,0,0,0,1.24901,7.59312,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C2_3,-48.321,95.759,0,0.184,6.992,10.871,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C4A,-99.253,-12.118,0,0.309,7.96,0,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C4B,-99.223,-108.032,0,0.254,7.948,0,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C4C,-84.39,-182.985,0,0.183,8,0,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C4D,-28.969,-182.999,0,0.137,8.154,0,TRUE,FALSE,TRUE,FALSE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C4E,-28.973,-108.007,0,0.147,8.166,0,TRUE,FALSE,TRUE,FALSE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C4F,-28.962,-12.062,0,0.145,8.19,0,TRUE,FALSE,TRUE,FALSE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C4G,-29.044,97.899,0,0.289,8.102,0,TRUE,FALSE,TRUE,FALSE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C4H,-99.251,97.852,0,0.317,7.9,0,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C11,-48.27,-180.849,0,0.17,7.034,0,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C13A,-65.462,91.846,0,0.336,6.812,0,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C13B,-90.927,-123.167,0,0.598,6.802,0,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C17A,65.767,-285.016,0,0.276,42.541,0,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C17B,65.855,274.577,0,0.475,42.465,0,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C18A,65.808,-284.905,0,0.403,36.303,0,TRUE,FALSE,TRUE,FALSE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C18B,66.025,274.502,0,0.79,36.076,0,FALSE,FALSE,TRUE,FALSE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C26A,0,345.006,36.186,0.472,7.256,0,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C26B,0,119.927,36.194,0.509,7.298,0,FALSE,FALSE,TRUE,FALSE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C26C,0,-194.964,35.778,0.351,7.254,0,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C26D,0,-344.969,35.898,0.121,7.274,0,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C27A,0,314.012,36.213,0.427,10.056,0,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C27B,0,245.38,36.188,0.446,10.004,0,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C27C,0,-245.471,35.973,0.079,10.06,0,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C27D,0,-313.591,35.934,0.829,10.004,0,FALSE,TRUE,TRUE,FALSE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C31A,0,0,0,0,0,0.1,TRUE,TRUE,FALSE,FALSE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C37A,0,0,0,0,0,3.488,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C50A,0,0,0,0,0,0.117,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C31B,0,0,0,0,0,0.087,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C37B,0,0,0,0,0,3.489,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C50B,0,0,0,0,0,0.089,TRUE,TRUE,TRUE,TRUE
06324_132033,EXT1C0070008018000277700000214332611A,1,1,214,C52,0,0,0,0,1.24889,7.6264,TRUE,TRUE,TRUE,TRUE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C2_3,-48.249,95.737,0,0.075,7.062,10.943,TRUE,TRUE,TRUE,TRUE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C4A,-99.311,-12.117,0,0.424,7.942,0,TRUE,TRUE,TRUE,TRUE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C4B,-99.289,-108.042,0,0.387,7.93,0,TRUE,TRUE,TRUE,TRUE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C4C,-84.432,-182.971,0,0.269,7.972,0,TRUE,TRUE,TRUE,TRUE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C4D,-28.952,-183.024,0,0.114,8.108,0,TRUE,FALSE,TRUE,FALSE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C4E,-28.977,-108.021,0,0.16,7.99,0,TRUE,TRUE,TRUE,TRUE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C4F,-28.974,-12.089,0,0.149,8.096,0,TRUE,TRUE,TRUE,TRUE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C4G,-28.991,97.887,0,0.184,8.04,0,TRUE,TRUE,TRUE,TRUE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C4H,-99.261,97.888,0,0.322,7.854,0,TRUE,FALSE,TRUE,FALSE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C11,-48.253,-180.85,0,0.146,7.028,0,TRUE,TRUE,TRUE,TRUE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C13A,-65.462,91.821,0,0.326,6.808,0,TRUE,TRUE,TRUE,TRUE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C13B,-90.843,-123.162,0,0.433,6.728,0,TRUE,TRUE,TRUE,TRUE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C17A,65.725,-285.059,0,0.224,42.569,0,TRUE,TRUE,TRUE,TRUE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C17B,65.719,274.513,0,0.18,42.567,0,TRUE,TRUE,TRUE,TRUE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C18A,65.748,-284.942,0,0.263,36.327,0,TRUE,FALSE,TRUE,FALSE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C18B,65.805,274.435,0,0.373,36.184,0,TRUE,TRUE,TRUE,TRUE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C26A,0,345.082,35.349,1.213,7.226,0,FALSE,TRUE,TRUE,FALSE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C26B,0,120.081,35.465,0.983,7.284,0,FALSE,FALSE,TRUE,FALSE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C26C,0,-194.985,35.766,0.369,7.22,0,TRUE,TRUE,TRUE,TRUE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C26D,0,-344.936,35.826,0.279,7.232,0,TRUE,TRUE,TRUE,TRUE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C27A,0,314.14,35.406,1.221,10.01,0,FALSE,TRUE,TRUE,FALSE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C27B,0,245.5,35.444,1.111,10.026,0,FALSE,TRUE,TRUE,FALSE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C27C,0,-245.504,35.723,0.553,10.034,0,FALSE,TRUE,TRUE,FALSE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C27D,0,-313.498,35.846,1.051,9.99,0,FALSE,TRUE,TRUE,FALSE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C31A,0,0,0,0,0,0.113,TRUE,TRUE,FALSE,FALSE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C37A,0,0,0,0,0,3.461,TRUE,TRUE,TRUE,TRUE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C50A,0,0,0,0,0,0.172,TRUE,TRUE,TRUE,TRUE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C31B,0,0,0,0,0,0.111,TRUE,TRUE,FALSE,FALSE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C37B,0,0,0,0,0,3.494,TRUE,TRUE,TRUE,TRUE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C50B,0,0,0,0,0,0.134,TRUE,TRUE,TRUE,TRUE
06324_132217,EXT1C0070008018000277700000197405211A,1,1,197,C52,0,0,0,0,1.20425,7.51058,TRUE,TRUE,TRUE,TRUE
06324_132359,EXT1C0070008018000277700000207405211A,1,1,207,C2_3,-48.324,95.761,0,0.192,7.057,10.964,TRUE,TRUE,TRUE,TRUE
06324_132359,EXT1C0070008018000277700000207405211A,1,1,207,C4A,-99.394,-12.175,0,0.607,8.01,0,FALSE,TRUE,TRUE,FALSE
